1;146;-2000
2;144;-1750
3;145;-1500
4;145;-1250
5;150;-1000
6;163;-750
7;220;-500
8;223;-250
9;254;0
10;156;250
11;122;500
12;114;750
13;114;1000
14;109;1250
15;109;1500
