1;161;-2000
2;162;-1750
3;159;-1500
4;159;-1250
5;156;-1000
6;191;-750
7;229;-500
8;226;-250
9;244;0
10;116;250
11;106;500
12;101;750
13;103;1000
14;95,7;1250
15;98,8;1500
