1;182;-2000
2;176;-1750
3;183;-1500
4;182;-1250
5;189;-1000
6;235;-750
7;211;-500
8;221;-250
9;214;0
10;153;250
11;131;500
12;126;750
13;118;1000
14;114;1250
15;115;1500
